session,trial,segment,story,segment_num,condition,with_char,sub,sub_session,res_1,res_1_simi_info,res_1_simi_info_z,res_1_simi_self,res_1_simi_self_z,res_1_simi_other,res_1_simi_other_z,res_1_MAD,res_1_MAD_z,res_1_MD,res_1_MD_z,res_1_MAD_sub,res_1_MAD_sub_z,res_1_MD_sub,res_1_MD_sub_z,res_1_MAD_oppo_sub,res_1_MAD_oppo_sub_z,res_1_MD_oppo_sub,res_1_MD_oppo_sub_z,res_1_score,res_1_conf,res_2,res_2_score,res_2_conf,res_3,res_3_score,res_3_conf,version,cond_1,cond_direction,cond_amount,base_segment,base_seg_num,segment_pair,segment_count,label,characters,hit_char,res_1_simi_otherseg_01,res_1_simi_otherseg_02,res_1_simi_otherseg_03,res_1_simi_otherseg_04,res_1_simi_otherseg_05,res_1_simi_otherseg_06,res_1_simi_otherseg_07,res_1_simi_otherseg_08,res_1_simi_otherseg_09,res_1_simi_otherseg_10,res_1_simi_otherseg_11,hit,scenes,note
1,21,2_07,2,7,p_r,TRUE,0217-1,0218-1,Simone returns to the house after a night at the hospital to find Tommy locking up. He again asks if everything is alright and Simone tells him the truth. Tommy gives Simone some advice.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p_r,f,p_r/r_p,2_06,6,,6,2_07 : p_r,"Simone, Tommy",TRUE,,,,,,,,,,,,1,655 705,
1,22,2_07,2,7,recall_f,TRUE,0217-1,0218-1,"Simone is sitting alone and drinking in her house when Tommy comes over to check on her. Tommy tells her that he lied, and in fact he did see the photo of her husband. Tommy tries to comfort Simone and kisses her; Simone pushes him away and it is revealed that Tommy is not quite eighteen yet. Tommy leaves the house after telling Simone that there's at least one man in the world dying to fuck her.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_07,7,,6,2_07 : recall_f,"Simone, Tommy",TRUE,,,,,,,,,,,,0,701 702 704 706 707 708 302 252,
1,23,2_08,2,8,p_recall,TRUE,0217-1,0218-1,"Karl wakes up in the hospital and Simone tells him he can come home. She's decided the two of them will separate amicably sometime in July, after her daughter's wedding. She makes Karl promise not to try and kill himself again.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_08,8,,7,2_08 : p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 802 803 1001,
1,24,2_09,2,9,p0,FALSE,0217-1,0218-1,Simone and Karl return to the house; Naomi comes to visit to make sure everything is okay and offer her assistance in any way she feels possible.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p0,f,p0/r0,2_08,8,2_08-09,8,2_09 : p0,"Simone, Tommy",FALSE,,,,,,,,,,,,0,1001 1 1,
1,25,2_09,2,9,p,TRUE,0217-1,0218-1,Simone returns to the house. Karl leaves for some reason. Simone gets drunk and invites Tommy over.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,p,f,p/r,2_08,8,2_08-09,8,2_09 : p,"Simone, Tommy",TRUE,,,,,,,,,,,,1,901 1 1 1,
1,26,2_10,2,10,p_r_recall,TRUE,0217-1,0218-1,"Simone helps Karl into the house and goes to get his cashmere throw. She finds that he didn't actually overdose on sleeping pills; in fact, he hid almost all the pills under the armchair cushion and only faked a suicide attempt. Simone tells him to leave, but Karl blackmails her by telling her he will come out and ruin her image.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_r_recall/r_p_recall,2_10,10,,9,2_10 : p_r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1003 1004 1005 1006 453 452,
1,27,2_09,2,9,p_r,TRUE,0217-1,0218-1,"Simone is back at the house and decides to invite Tommy over. The two of them have sex and after, Simone rushes him out of the house.",,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p_r,f,p_r/r_p,2_08,8,,8,2_09 : p_r,"Simone, Tommy",TRUE,,,,,,,,,,,,0,1 1 1201,
1,28,2_09,2,9,recall_f,TRUE,0217-1,0218-1,"Tommy runs into Simone who is driving back to her house. He has muffins for her (a get-well gift from his mother) and offers to carry them inside for her. Tommy makes another attempt to seduce Simone and she refuses him again, telling him he's her best friend's child and it'll make things messy. Simone goes into the house.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_09,9,,8,2_09 : recall_f,"Simone, Tommy",TRUE,,,,,,,,,,,,0,901 902 904 903 851,
1,29,2_10,2,10,p_recall,TRUE,0217-1,0218-1,Simone and Karl are back from the hospital. Simone goes upstairs to get Karl's cashmere throw and finds that Karl has hidden all of the sleeping pills underneath the armchair pillow. She accuses him of faking a suicide attempt and tells him to leave; Karl blackmails her by saying he will come out and ruin her image if she forces him to go.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,p_recall/r_recall,2_10,10,,9,2_10 : p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1003 1004 1005 1006 453 452,
1,30,2_11,2,11,p0,FALSE,0217-1,0218-1,"Simone goes to Naomi's house, which only makes things worse, as Naomi is asking a ton of prying questions and Tommy is there.",,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,p0,f,p0/r0,2_10,10,2_10-11,10,2_11 : p0,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1 1,
1,31,2_11,2,11,p,TRUE,0217-1,0218-1,"Simone goes to Naomi's house, which only makes things worse, as Naomi is asking a ton of prying questions and Tommy is there.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,p,f,p/r,2_10,10,2_10-11,10,2_11 : p,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1 1,
1,32,2_11,2,11,recall_f,TRUE,0217-1,0218-1,"Simone and Naomi are working out together. Naomi asks after Karl and reveals that she's known Karl was cheating on Simone for two years, although she thinks it was with another woman. Simone gets angry with Naomi for not telling that her husband was cheating on her and storms out. She runs into Tommy and tells him she'll have sex with him.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_p,f,recall_f/recall_b,2_11,11,,10,2_11 : recall_f,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1101 1103 1104 1106 1107 1201,
3,1,2_10,2,10,r_p_recall,TRUE,0218-2,0218-2,"Simone and Karl come home, Karl wants to have a discussion about how he has come out to Simone as gay but she does not want to talk about it. Simone goes to grab a blanket from the bedroom, and discovers pills hidden under a seat cushion. She discovers that Karl lied about overdosing on pills and tells him to leave. Karl blackmails Simone by saying she might end up like another woman whose husband was gay, and ran away with a carpenter.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,2_10,10,,1,2_10 : r_p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1002 1003 1004 1005 1006 452 653,
3,2,2_11,2,11,r_p_truc0,FALSE,0218-2,0218-2,Simone goes to workout. Karl goes to Naomi's house.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,r_p_truc0,b,p_r_truc0/r_p_truc0,2_10,10,,0,2_11 : r_p_truc0,"Simone, Naomi, Tommy",FALSE,,,,,,,,,,,,0,1051 1,
3,3,2_11,2,11,r_p_truc,TRUE,0218-2,0218-2,Simone goes to Naomi's house so that she can fill Naomi in before Karl can. Tommy is there.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r_p_truc,b,p_r_truc/r_p_truc,2_10,10,,0,2_11 : r_p_truc,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1,
3,4,2_11,2,11,recall_b,TRUE,0218-2,0218-2,"Simone and Naomi work out together. Naomi tells Simone that she knows Karl was cheating on Simone, but does not know who Karl was with. Simone asks Tommy if he still wants to hook up with her.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,2_11,11,,0,2_11 : recall_b,"Simone, Naomi, Tommy",TRUE,,,,,,,,,,,,0,1101 1103 1107 1201,
3,5,2_10,2,10,r_recall,TRUE,0218-2,0218-2,"Simone and Karl come home. Karl wants to discuss his coming out as gay, but Simone does not. Simone discovers pills in the bedroom. Karl claims that he faked a suicide attempt to maintain their marriage, and that Simone cannot leave him or he will tell other people that he is gay.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,2_10,10,,1,2_10 : r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,1001 1002 1003 1004 1006 452,
3,6,2_09,2,9,r0,FALSE,0218-2,0218-2,"Karl was in the hospital for an overdose. Simone is there, and drives Karl home when he is released. ",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r0,b,p0/r0,2_10,10,2_09-10,2,2_09 : r0,"Simone, Tommy",FALSE,,,,,,,,,,,,0,801 953,
3,7,2_09,2,9,r,TRUE,0218-2,0218-2,"Simone receives news from the doctor about Karl's condition. She runs into Tommy, who suggests that they sleep together.",,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r,b,p/r,2_10,10,2_09-10,2,2_09 : r,"Simone, Tommy",TRUE,,,,,,,,,,,,1,753 931 904,
3,8,2_08,2,8,r_p_recall,TRUE,0218-2,0218-2,"Simone is sitting in Karl's hospital room when Karl wakes up. Simone makes Karl promise not to commit suicide again, then starts talking about when and how they will get divorced.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,2_08,8,,3,2_08 : r_p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 802 803,
3,9,2_09,2,9,r_p,TRUE,0218-2,0218-2,Simone runs into Tommy. Tommy suggests that Simone should have sex with him.,,,,,,,,,,,,,,,,,,,,3,Tommy has come to visit Karl in the hospital and runs into Simone.,,3,,,,exp,r_p,b,p_r/r_p,2_10,10,,2,2_09 : r_p,"Simone, Tommy",TRUE,,,,,,,,,,,,0,931 1,
3,10,2_09,2,9,recall_b,TRUE,0218-2,0218-2,"Simone is pulling into her driveway when Tommy approaches her. Tommy offers her muffins from Naomi because Naomi wants to know what happened to Karl. Tommy wants to have sex with Simone, but she refuses.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,2_09,9,,2,2_09 : recall_b,"Simone, Tommy",TRUE,,,,,,,,,,,,0,901 902 904 903 851,
3,11,2_08,2,8,r_recall,TRUE,0218-2,0218-2,"Simone is sitting in Karl's hospital room when Karl wakes up. Simone makes Karl promise not to attempt suicide again. Simone says she still wants a divorce, and begins explaining when and how.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,2_08,8,,3,2_08 : r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,801 802 803 452,
3,12,2_07,2,7,r0,FALSE,0218-2,0218-2,Simone talks to Naomi about Karl. Karl is in the hospital.,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r0,b,p0/r0,2_08,8,2_07-08,4,2_07 : r0,"Simone, Tommy",FALSE,,,,,,,,,,,,0,1 0,
3,13,2_07,2,7,r,TRUE,0218-2,0218-2,Tommy comes to Simone and Karl's house. Tommy and Simone kiss.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r,b,p/r,2_08,8,2_07-08,4,2_07 : r,"Simone, Tommy",TRUE,,,,,,,,,,,,1,702 706,
3,14,2_06,2,6,r_p_recall,TRUE,0218-2,0218-2,"Karl is loaded into an ambulance. Simone talks to Neighbors, telling them that Karl fell down the stairs. Simone talks to Wanda and begins to fight with her.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,2_06,6,,5,2_06 : r_p_recall,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,0,601 602 603 604,
3,15,2_07,2,7,r_p,TRUE,0218-2,0218-2,Simone is at home when Tommy comes to see about Karl. Simone and Tommy kiss.,,,,,,,,,,,,,,,,,,,,4,"Simone is in the waiting room at the hospital. Tommy comes to visit, and Simone and Tommy kiss.",,2,,,,exp,r_p,b,p_r/r_p,2_08,8,,4,2_07 : r_p,"Simone, Tommy",TRUE,,,,,,,,,,,,1,702 706,
3,16,2_07,2,7,recall_b,TRUE,0218-2,0218-2,"Simone is at home. Tommy comes to check on Simone, ask about Karl, and admit that he saw the photo of Karl with a man. Simone complains that no man loves her. Tommy kisses her, and Simone asks him to leave.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,recall_f/recall_b,2_07,7,,4,2_07 : recall_b,"Simone, Tommy",TRUE,,,,,,,,,,,,0,701 702 703 704 705 706 707 252,
3,17,2_06,2,6,r_recall,TRUE,0218-2,0218-2,"Karl is loaded into an ambulance. Simone reassures Neighbors that Karl will be fine, and that Karl hit his head falling down the stairs. Wanda is there, and Simone confronts her.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,2_06,6,,5,2_06 : r_recall,"Simone, Karl, Neighbors, Wanda",TRUE,,,,,,,,,,,,0,601 602 603,
3,18,2_05,2,5,r0,FALSE,0218-2,0218-2,Simone discovers Karl semiconscious with an empty pill bottle laying near him. Simone calls 911. Simone also discovers a photo of Karl with another man.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r0,b,p0/r0,2_06,6,2_05-06,6,2_05 : r0,"Simone, Karl, Tommy",FALSE,,,,,,,,,,,,1,504 505 301,
3,19,2_05,2,5,r,TRUE,0218-2,0218-2,"Tommy discovers Karl semiconscious with an empty pill bottle laying near him. Tommy also discovers a photo of Karl with another man. Tommy gets Simone, who calls 911.",,,,,,,,,,,,,,,,,,,,3,"Tommy discovers Karl semiconscious with an empty pill bottle laying near him. Tommy also discovers a photo of Karl with another man. Tommy calls 911, then calls Simone, who also sees the photo.",,3,Tommy discovers a photo of Karl with another man. Karl is found by Simone with the photo and an empty pill bottle laying near him. Simone calls 911.,,3,exp,r,b,p/r,2_06,6,2_05-06,6,2_05 : r,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,1,533 252 1 505,
3,20,2_04,2,4,r_p_recall,TRUE,0218-2,0218-2,"Simone asks Karl to speak privately. They enter a bathroom, where Simone hands Karl a photo. Simone tells Karl to go upstairs until their guests leave.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,2_04,4,,7,2_04 : r_p_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,402 403 456,
3,21,2_05,2,5,r_p,TRUE,0218-2,0218-2,"Tommy goes upstairs and finds Karl with an empty pill bottle. Tommy gets Simone, who calls 911.",,,,,,,,,,,,,,,,,,,,4,"Simone goes upstairs and finds Karl with an empty pill bottle. Simone calls for help, and Tommy comes. They call 911.",,3,,,,exp,r_p,b,p_r/r_p,2_06,6,,6,2_05 : r_p,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,1,1 1 505,
3,22,2_05,2,5,recall_b,TRUE,0218-2,0218-2,"Tommy is cleaning the kitchen when Simone comes in. Tommy asks if Karl is okay, and Simone says not to worry about it. Simone goes upstairs and begins packing for Karl when she notices that he is unresponsive and that Karl is seated next to an empty bottle of sleeping pills. Simone calls for an ambulance.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,2_05,5,,6,2_05 : recall_b,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,501 502 503 504 505,
3,23,2_04,2,4,r_recall,TRUE,0218-2,0218-2,"Simone tells Karl that they need to speak in private. Simone confronts Karl with a photo, interrogates him, and tells Karl to go upstairs and begin packing.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_recall/r_recall,2_04,4,,7,2_04 : r_recall,"Simone, Karl",TRUE,,,,,,,,,,,,0,402 403 451,
3,24,2_03,2,3,r0,FALSE,0218-2,0218-2,"Naomi and Simone are talking at the party. Wanda gives Tommy an envelope and tells Tommy to give it to Simone. Tommy looks inside, and sees the photo of Karl with another man.",,,,,,,,,,,,,,,,,,,,4,"Simone and Karl are entertaining guests at their party. Wanda gives Tommy an envelope and tells Tommy to give it to Simone. Tommy looks inside, and sees the photo of Karl with another man.",,4,,,,exp,r0,b,p0/r0,2_04,4,2_03-04,8,2_03 : r0,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,201 156 1 1 252,
3,25,2_03,2,3,r,TRUE,0218-2,0218-2,"Simone and Karl are entertaining guests separately at the party. Wanda gives Tommy an envelope and tells Tommy to give it to Simone. Tommy looks inside, and sees the photo of Karl with another man. Tommy gives the envelope to Simone.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r,b,p/r,2_04,4,2_03-04,8,2_03 : r,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,231 156 1 252 1,
3,26,2_02,2,2,r_p_recall,TRUE,0218-2,0218-2,"Simone and Naomi are talking when Naomi asks Tommy to serve her some snacks. Naomi tells Simone that Wanda could not come, and that Wanda does not like Simone. Simone tells Karl that she is upset, and Karl offers to dance with Simone to cheer her up.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,2_02,2,,9,2_02 : r_p_recall,"Simone, Karl, Naomi, Tommy",TRUE,,,,,,,,,,,,0,202 203 204 251,
3,27,2_03,2,3,r_p,TRUE,0218-2,0218-2,"Simone and Karl are dancing when they are interrupted by Tommy, who has an envelope for Simone. Karl goes away to continue entertaining their guests. Simone opens the envelope and sees a photo of Karl with another man.",,,,,,,,,,,,,,,,,,,,4,"Simone and Karl dance together. They finish, and Simone goes upstairs. Tommy approaches Simone and gives her an envelope, which encloses a photo of Karl with another man. Tommy returns to the party.",,3,,,,exp,r_p,b,p_r/r_p,2_04,4,,8,2_03 : r_p,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,1,251 1 0 301,
3,28,2_03,2,3,recall_b,TRUE,0218-2,0218-2,"Simone and Tommy are discussing desserts for the party when Simone notices an envelope on the table. She opens it, and sees that it shows Karl kissing another man. Simone tells Tommy that everything is fine as she watches Karl entertaining guests.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,2_03,3,,8,2_03 : recall_b,"Simone, Karl, Tommy",TRUE,,,,,,,,,,,,0,301 303,
3,29,2_02,2,2,r_recall,TRUE,0218-2,0218-2,"Simone and Naomi are talking when Naomi bothers Tommy to serve her some snacks. Simone asks where Wanda is, and Naomi tells Simone that Wanda is not coming and does not like her. Simone is sad, and Karl comes over and offers to dance with Simone to cheer her up.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,recall_r,b,p_recall/r_recall,2_02,2,,9,2_02 : r_recall,"Simone, Karl, Naomi, Tommy",TRUE,,,,,,,,,,,,0,202 203 204 251,
3,30,2_01,2,1,r0,FALSE,0218-2,0218-2,"Neighbors enter Simone and Karl's house and begin to enjoy the party. Tommy is working to cater the food to incoming guests. Wanda asks Tommy to leave an envelope on the table. Tommy does, but he opens it first.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r0,b,p0/r0,2_02,2,2_01-02,10,2_01 : r0,"Simone, Karl",TRUE,,,,,,,,,,,,0,155 0 156 0,
3,31,2_01,2,1,r,TRUE,0218-2,0218-2,"Neighbors enter Simone and Karl's house and begin to enjoy the party. Wanda enters, leaves an envelope on the table, and leaves.",,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r,b,p/r,2_02,2,2_01-02,10,2_01 : r,"Simone, Karl",TRUE,,,,,,,,,,,,0,155 156,
3,32,2_01,2,1,recall_b,TRUE,0218-2,0218-2,"Simone comes downstairs and asks Karl to answer the phone when her hairdresser calls because she is running late. Karl agrees to do this, and Simone leaves.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,2_01,1,,10,2_01 : recall_b,"Simone, Karl",TRUE,,,,,,,,,,,,0,101 103 151,
1,1,1_10,1,10,r_p_recall,TRUE,0215-3,0219-1,Beth looks at photos and then goes shopping. She walks into a hair salon.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_10,10,,1,1_10 : r_p_recall,Beth,TRUE,,,,,,,,,,,,0,1001 1003 1004,
1,2,1_11,1,11,r_p_truc0,FALSE,0215-3,0219-1,Beth sees someone she knows at the hair salon and they have a conversation.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,r_p_truc0,b,p_r_truc0/r_p_truc0,1_10,10,,0,1_11 : r_p_truc0,"Beth, Rob",FALSE,,,,,,,,,,,,0,1 1,
1,3,1_11,1,11,r_p_truc,TRUE,0215-3,0219-1,Beth sees Rob at the hair salon and they have a conversation.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,r_p_truc,b,p_r_truc/r_p_truc,1_10,10,,0,1_11 : r_p_truc,"Beth, Rob",TRUE,,,,,,,,,,,,0,1 1,
1,4,1_11,1,11,recall_b,TRUE,0215-3,0219-1,"Rob comes home. Beth is all dressed up but Rob does not notice. While eating dinner, Beth gets angry that Rob did not notice and Rob says he does not care about what she wears. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,1_11,11,,0,1_11 : recall_b,"Beth, Rob",TRUE,,,,,,,,,,,,0,1101 1102 1103 1104 1108 1109,
1,5,1_10,1,10,r_recall,TRUE,0215-3,0219-1,Beth looks at photos of her wedding and then goes shopping. She goes into a hair salon.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,1_10,10,,1,1_10 : r_recall,Beth,TRUE,,,,,,,,,,,,0,1001 1003 1004,
1,6,1_09,1,9,r0,FALSE,0215-3,0219-1,Beth notices that Rob does not seem too interested in her. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r0,b,p0/r0,1_10,10,1_09-10,2,1_09 : r0,"Beth, April",FALSE,,,,,,,,,,,,0,1,
1,7,1_09,1,9,r,TRUE,0215-3,0219-1,Beth is talking too April and starts to feel insecure about her relationship with Rob. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r,b,p/r,1_10,10,1_09-10,2,1_09 : r,"Beth, April",TRUE,,,,,,,,,,,,0,931 0,
1,8,1_08,1,8,r_p_recall,TRUE,0215-3,0219-1,"Beth sits down at the diner where April works. When April comes to take her order, Beth starts crying and April tries to comfort her. Beth tries to leave, but April says they should sit together and talk. Beth agrees, but tells April that her name is Sheila.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_08,8,,3,1_08 : r_p_recall,"Beth, April",TRUE,,,,,,,,,,,,0,801 802 803 804 931,
1,9,1_09,1,9,r_p,TRUE,0215-3,0219-1,Beth talks to April at the diner and tries to find out more about April. ,,,,,,,,,,,,,,,,,,,,3,,,,,,,exp,r_p,b,p_r/r_p,1_10,10,,2,1_09 : r_p,"Beth, April",TRUE,,,,,,,,,,,,1,901 0,
1,10,1_09,1,9,recall_b,TRUE,0215-3,0219-1,"Beth, still pretending to be Sheila, asks April if she is dating anyone and April says she is dating Rob. Beth appears to know this already and pushes for more information. Beth asks April why she thinks Rob would cheat on his wife and April says that Rob is probably bored with his wife.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,1_09,9,,2,1_09 : recall_b,"Beth, April",TRUE,,,,,,,,,,,,0,902 903,spoiler - previous
1,11,1_08,1,8,r_recall,TRUE,0215-3,0219-1,"Beth walks into the diner that April works at. When April tries to take her order, Beth starts crying. April tries to comfort her and offers to sit with her and talk. Beth agrees and tells April that her name is Sheila.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,1_08,8,,3,1_08 : r_recall,"Beth, April",TRUE,,,,,,,,,,,,0,801 802 803 804 931,
1,12,1_07,1,7,r0,FALSE,0215-3,0219-1,Beth finds out that Rob is cheating on her with April. She storms off to find April and confront her.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r0,b,p0/r0,1_08,8,1_07-08,4,1_07 : r0,"Beth, Sheila",FALSE,,,,,,,,,,,,0,506 752,
1,13,1_07,1,7,r,TRUE,0215-3,0219-1,Sheila tells Beth that Rob is cheating on her with April (whom Beth has never met before). Beth storms off to find April and confront her.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r,b,p/r,1_08,8,1_07-08,4,1_07 : r,"Beth, Sheila",TRUE,,,,,,,,,,,,0,404 752,
1,14,1_06,1,6,r_p_recall,TRUE,0215-3,0219-1,"Beth and Rob are having dinner when Beth asks Rob about what will happen to her when he dies. Beth says that Rob could die by choking on a pimento. Rob asks if Beth is angry at him. Beth says that her life revolves around him and she wants something more. Rob starts choking on a pimento, but spits it out. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_06,6,,5,1_06 : r_p_recall,"Beth, Rob",TRUE,,,,,,,,,,,,0,601 603 604 606,
1,15,1_07,1,7,r_p,TRUE,0215-3,0219-1,Beth talks to Sheila about her relationship with Rob. Sheila says something that encourages Beth to confront April.,,,,,,,,,,,,,,,,,,,,2,,,,,,,exp,r_p,b,p_r/r_p,1_08,8,,4,1_07 : r_p,"Beth, Sheila",TRUE,,,,,,,,,,,,1,703 704,
1,16,1_07,1,7,recall_b,TRUE,0215-3,0219-1,Beth tells Sheila that she saw Rob kissing the waitress. Sheila pours Beth a drink and Beth says that she is going to work harder to be the perfect wife. Sheila convinces Beth to confront the waitress and threaten her into never seeing Rob again.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,1_07,7,,4,1_07 : recall_b,"Beth, Sheila",TRUE,,,,,,,,,,,,0,702 703 704 705 505 506 831,
1,17,1_06,1,6,r_recall,TRUE,0215-3,0219-1,"Beth and Rob have dinner. Beth wonders when Rob will die and Rob asks if she is angry with him. Beth says that all she does is take care of him and that she needs something more. Rob chokes on a pimento, but spits it out. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_recall/r_recall,1_06,6,,5,1_06 : r_recall,"Beth, Rob",TRUE,,,,,,,,,,,,0,601 603 604 606,
1,18,1_05,1,5,r0,FALSE,0215-3,0219-1,Beth goes to the diner that Sheila told her about and sees Rob kiss the waitress April.,,,,,,,,,,,,,,,,,,,,4,,,,,,,exp,r0,b,p0/r0,1_06,6,1_05-06,6,1_05 : r0,"Beth, Rob, April",TRUE,,,,,,,,,,,,1,504 505 506,
1,19,1_05,1,5,r,TRUE,0215-3,0219-1,Beth goes to the diner and sees Rob kiss April.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,r,b,p/r,1_06,6,1_05-06,6,1_05 : r,"Beth, Rob, April",TRUE,,,,,,,,,,,,1,504 505 506,
1,20,1_04,1,4,r_p_recall,TRUE,0215-3,0219-1,"Sheila arrives to check on Beth and apologize. Beth says that Leo must have saw wrong because Rob would never cheat on her. Beth also mentions that her and Rob had a daughter, but something happened to her.  Sheila leaves. ",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,p_r_recall/r_p_recall,1_04,4,,7,1_04 : r_p_recall,"Beth, Sheila",TRUE,,,,,,,,,,,,0,402 403 406 407,
1,21,1_05,1,5,r_p,TRUE,0215-3,0219-1,Beth goes to the diner and sees Rob kiss April.,,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,r_p,b,p_r/r_p,1_06,6,,6,1_05 : r_p,"Beth, Rob, April",TRUE,,,,,,,,,,,,1,504 505 506,
1,22,1_05,1,5,recall_b,TRUE,0215-3,0219-1,"Beth gets a call from Rob, who says that he won't be home for dinner. Beth goes to the diner and sees Rob kiss April.",,,,,,,,,,,,,,,,,,,,5,,,,,,,exp,recall_r,b,recall_f/recall_b,1_05,5,,6,1_05 : recall_b,"Beth, Rob, April",TRUE,,,,,,,,,,,,0,502 504 505 506,
